PC1                    , PC2                    , PC3                    , PC4                    , PC5                    , PC6                    , PC7                    , PC8                    , PC9                    , PC10                   , churned
-0.43224693148250004   , -1.8259404314365844    , 0.37789184138205395    , -0.10533684296665978   , 0.14412725899193674    , 0.6218171197770908     , 0.7124119015135173     , -1.003421233408145     , -1.3060586232431028    , 0.7106086961158259     ,       0
0.36449975268542745    , -1.988740349029944     , -0.839335726551545     , -0.0338963666141726    , 1.5000373381119914     , -0.4690288127905479    , 1.2020561704747288     , -0.4581450269745812    , 0.5642983025239446     , -0.14292335503730957   ,       0
0.14841615038079567    , 0.6100735209607483     , 0.032544608722177605   , 0.9896549044191084     , -0.3656968326142319    , 0.7967598682891385     , -1.9277045658052994    , 0.1497446046284138     , -1.0967509130434983    , 0.5001531602819406     ,       0
-0.5243919573466285    , 0.3891384760519205     , 1.6330706818892746     , 1.3638631229763347     , -1.1271941526279148    , 1.3907951939436174     , 0.048899181862279824   , -1.8453796358374568    , -0.9952551888937144    , 0.13524311695199992    ,       0
-1.1006694361895553    , 0.5002180294113696     , 0.5225712759500813     , 0.8835269666424301     , -0.7209854790276097    , 0.22613894009757657    , -2.161540555231529     , 1.6564821024675516     , -0.15681706927359476   , -0.18713723313408345   ,       0
0.40582021505011096    , -1.1311602644738383    , -0.7955797018542127    , 0.43358427984204584    , 0.4067175570531141     , -1.420649107890813     , 0.8261980103744124     , -0.27241245083863236   , -0.8345136547711126    , -0.16877652501595322   ,       0
0.19455833443526938    , 0.41074711133180536    , -1.901854725385716     , -0.7911466672718726    , 0.8657417473130646     , 2.061317690289675      , 1.4153270143714065     , 0.749658703747789      , -0.25360013748837923   , 1.4675921175077702     ,       0
0.7520186148951524     , 1.3609076335961894     , 1.965016962931002      , 1.4717169646208026     , -1.4131409676903033    , 0.09482060116029047    , -0.36689614260658737   , 1.233295423946135      , -0.2359990225861081    , -1.1947357986708207    ,       0
-0.7112771840497075    , -0.2767958970271574    , -0.02788398427672204   , 0.3771844700972832     , -0.6880002288747601    , 0.8786485673383551     , -0.3840207847257181    , -0.3578561035918648    , -0.939937863470997     , -0.22845364680298505   ,       0
-1.149270929641378     , 0.23054480815456388    , -0.6670709046170101    , 1.5498975672996091     , 0.968021982655352      , 0.11924800009698461    , 0.655119958566418      , 0.3870235820264498     , -1.002967176973045     , -1.294318121735114     ,       1
0.8297633076506301     , -1.7408224396221856    , -1.1481286942855453    , -1.9381525584506742    , 0.5898653043989265     , -0.38321486106854186   , -0.3738846443366419    , -0.025369573350508982  , -1.2784425402900772    , 0.12497141445540308    ,       0
-0.3189471987809521    , 1.3708750990806438     , -0.6234555035913244    , 0.04438247807500019    , -0.5245263392087426    , 1.340903926688013      , -0.13670979342882936   , 0.08149208064493338    , 0.21857900075094489    , -0.7027008805543089    ,       0
0.03914335504178712    , -2.0822253346902615    , -0.9060612022819626    , -1.90589551815138      , -0.14073193678488888   , -0.4057365378698486    , 1.558884630801199      , -0.5831690893030259    , -0.2843218510234685    , 0.9804073650386927     ,       1
-0.5068142802594895    , -1.8026243462189817    , -0.916318782444812     , -1.8924309233368777    , -0.5220537125881219    , 0.1752225110982717     , 0.9057312626431653     , -1.6932267269681323    , -0.05811425476332478   , 0.39958292339106727    ,       0
-0.21016751156275593   , -0.5443786996037617    , -0.47601530104133283   , -0.22295028910068151   , 0.19581243894963277    , -0.1854898899996029    , -0.5719027748062421    , -1.2186903334385832    , -1.1471543730379803    , 0.08076478801495501    ,       1
