PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,churned,cluster
-0.5380753782703123,-1.4124403117745246,0.5421935520845408,0.1705641823460612,-0.4719724881379787,0.3848407248495543,-1.2053164867756354,1.2938510986287255,1.3165839009720568,0,2
-0.7020654742596163,-1.1621346910938228,1.3726427025278392,-1.3054972384444423,-0.3865753416663267,-0.8761654498974035,0.1471290962309611,-0.6652995541162531,0.5854789070631357,0,2
0.2687076803538665,0.5973535989966468,-0.404431368136922,1.5045810486554771,0.2256936941493792,1.3477957412026156,-1.7210160749347123,-0.4012780435653247,-0.6407368215859782,0,2
0.6857397109978242,0.4822231470009524,-0.5425937857686335,1.2500927826291257,-0.0291495199680554,0.5810070453416755,-0.761463789017279,1.678560340583765,-0.6171664784384524,0,1
-0.4568621838932075,-0.6549635368309621,-0.728666302433409,1.6586944404203734,0.6474562745475224,1.2995806355996673,-0.0325475657194959,0.514403166248788,0.749726497604755,0,2
-0.4405349166893276,-0.5135119116221795,0.0748716224409056,-1.710262094978316,-1.1022481422693724,0.0924306371659847,-0.6834028534638754,-0.2457743371619961,-0.0727011187473715,0,2
-0.892753435672875,0.4365403346734559,1.2993397220312692,1.1523571560208736,-0.8420264344152201,-2.0406885649693955,-0.6486279733358908,-0.2379074640068778,0.0594287102101925,0,2
2.0272956062861365,-0.0266962781800496,-1.062977903406628,1.2256372151787098,-0.921562237126486,1.5991397850731877,0.8570868149780064,0.949678272085563,1.360744494241269,0,1
-0.6205709421825718,0.1701115059579532,-0.5827094390948079,1.0016841756085593,-0.3101227512973417,0.324478309304647,-0.6604365625468097,0.4458339364343195,-0.3383672243425361,0,2
-1.211287882932809,1.1635613855895164,1.0111240032307247,0.1910784735912504,-2.157313337958105,1.284772902233,-0.1907256629191954,-0.6267982754590342,-0.5239697511510452,1,2
-0.4907189155567826,-1.3924737051806484,-0.0662632949223186,-0.8019586523151422,0.530070425248411,-1.488801701973803,-1.2111406887049343,0.751126355263002,1.4100340266432956,0,2
-0.285183225287683,1.6209283153947704,-0.3297998855383048,1.3677881900346165,-0.1370143293482303,-0.1957625296940021,0.4224565433829911,-0.1192671596465556,0.214509629005431,0,3
-1.0403354715731885,-1.4662079551754912,-0.2281219442652229,-1.3538794834338992,0.035965734176744,-1.971624156392865,-0.0364249523717885,0.6790465668215265,-0.4906356439828034,1,0
-1.3690744000542971,-0.8289045857854389,-0.5319027896209682,-0.804379366288476,0.8301467899636024,-1.542967142383855,-0.0743763618579815,0.9738971984776876,0.5485792618034214,0,0
-0.5804289808878382,-0.2099951354583685,-0.0377450222171633,-0.4190867665009944,0.6255238674790469,-0.0332975480687267,-1.325459569151988,1.1553907337577425,1.150422275963245,1,2
3.087999061759065,1.00533269229567,0.5645778919320867,-0.4617016261763554,-0.1981215525903288,1.7155841963169085,-0.9441964506411048,1.453444971717176,-0.0817013230107282,0,1
-0.7193871980520706,-1.0600930844577166,-0.0481920813472079,-1.5400247528920576,-0.0654790902634052,0.0726299148598801,1.408267035917453,0.2039900830905636,0.1612856664051242,0,0
0.4699080230141492,0.0166860412676661,-1.8060667604731493,-0.5926207196776937,-0.7230266839117879,-0.5180707054703061,1.5551791614758337,1.2794908136156156,-0.2355484959514542,0,0
-1.0256249123636374,-1.5938202134385784,1.1286711056229328,-1.8099233671410144,0.6917656985779255,0.8494031726902557,0.4239909556635881,0.9534520781346538,-0.1479547275581173,0,0
-0.404061707873638,-1.0303598558166562,-0.7713458324119793,-0.8908955661849628,1.6890162080424524,-0.8865482448167781,0.8214056704530057,-0.7167373550322127,0.7077531143999193,0,0
-2.0762704587152823,-0.9812270535460582,1.4095929844984754,0.4852500706231392,-0.2878493576527746,0.6098229746758559,-0.019565903473394,1.0853340719661055,0.8981323285535542,0,2
0.0504779565550672,-0.2259284357879846,-1.4998287746100667,0.0014004115539819,0.066939598462376,-0.2005356131335219,0.1283783341992416,-0.0887779231134622,1.6645696156812808,0,2
0.4139118076370193,-0.1061173194424438,1.0028421186677234,-1.2207810686596343,0.8722793015589073,0.9919424009859056,-0.1050947052152477,1.4485369302102946,-1.9310093501397008,1,0
-1.5387535343403964,-1.034796824928196,-0.8495529271815366,0.1888690083112811,-0.9248378847890408,0.36845426128105,-0.8955779085546425,0.6261883452364115,0.2806200420906579,1,2
-0.5836058797693544,-1.6293080222377587,1.6156198519249745,-0.1394415561659212,0.8593861133559252,-0.5554538851030563,0.5628792168119809,1.1185081256261986,-1.5052682274826958,0,0
0.8169062172554201,1.4340305833325986,-0.5922616012500141,-1.7718132963815048,0.6589200082171168,0.501289569319564,-1.0922318827794664,-0.4349099838472505,0.8518617049619536,0,3
1.6019562066097592,2.428128976471565,0.5277288704354258,1.1110286023212708,-0.6413462900476417,-0.0973974012353627,0.2315814817531491,-0.7313075364478703,-0.3946551866710662,0,3
2.101338729824232,-0.366978142447679,0.1819621575191442,-0.3322614072225578,-0.3774847401224824,-0.4349195064203227,0.3790680410584448,0.2452595252835223,1.6772181034050826,0,1
-2.3400093115609044,0.3371102416926408,-0.3138866514546974,-0.5447008176367121,-0.6672577364251361,0.0362462583975962,0.463001142875043,-0.6991977435355775,-1.2028676967894174,0,0
-0.5003835680210909,-0.7743101541602118,-0.1685022224910321,0.7385023644954699,0.3952850492269117,-2.1518189164937964,0.117715023639972,-0.8092679059361719,0.8335151466046242,1,2
-1.1901297831450992,0.5576202451444175,0.5415368195380832,0.3860753782108013,1.6042234288583987,1.1359004061536773,-0.3151789050570726,1.2143119707118692,-0.9944733557863934,0,0
-2.3274026945639155,-1.3648742871811783,-0.6007356181562367,0.2664028200081035,-0.2088312094807577,0.429880154571274,1.763351994713101,1.2333581720259703,1.4009527952468634,0,0
-0.4285364019375444,-0.5503959395546945,-1.92919664684266,-0.1797277091042805,0.5835318428801028,-1.05548372719951,-0.1984488700585642,-0.672482136339421,-1.39219159417907,0,0
-0.0945768215177508,1.6687011964264515,0.7983652007297453,0.7493229740153152,0.284068525509123,1.2378786042257537,-1.6540999916737904,0.9321076273135144,0.4271641766278131,1,3
2.46826264151991,0.3429044449321088,1.445160127897709,-0.3405460856977105,1.2389935644024197,0.0520472533963383,-0.5471885626127965,-2.1269379892782667,-0.2318754058255756,1,1
-2.324661919285302,-0.264000664367367,-0.4720292960885368,-0.6507173253222767,-0.8010094436151306,0.3919672929310133,0.5686589836408683,1.1840760389671183,0.0211101310970777,0,0
-0.8575548946138682,-0.1333569683002816,2.1629435556815424,0.8783345161842216,0.0943149611801547,-1.1893358881040716,-0.2245859670217904,-1.1635792244373713,0.4584044108740665,0,2
1.00287339736832,-0.1205238533814247,-0.2737346303324024,-2.1085776111564423,0.3970669138985699,-0.8361488958730483,1.018809333854365,0.070444428343856,-0.6475630871905301,1,0
-2.5438154795556365,0.101780850898906,-0.0798871314099463,-0.1619708830145503,2.0097677564190177,-0.9684372620629124,-0.8660668635748365,-0.9288623840863656,-0.0346450562827545,0,0
1.4196760131559043,-0.2296061028884889,1.327960333449001,-0.0005751900195492,-0.6291623471382173,0.2116566859000805,0.2161520702835936,0.2736535023237195,0.5309568092497395,0,1
1.7609517413596487,2.720301341402494,-0.6285834151863097,1.569700816286762,0.2788287733535307,2.1541939724224983,-0.8843369202967092,-0.499464189532151,-0.6264420509621169,0,3
-1.9809923075294829,-0.3492572486685675,1.0158172221361494,-1.0665190296206222,-0.1583056054259796,2.83413005720022,-0.0528482452370472,-0.3366316598421183,1.1636203032490506,0,2
-0.1097250455835563,-1.0610490633513,-1.2589956270844047,-1.158633575992973,0.6886163591495026,0.1064916002090102,0.8357685849022607,0.8867898650839307,0.6935325431156575,0,0
1.9297909674403173,2.559874270594006,0.0572413994815824,0.709436712103975,0.0513357630166149,-0.0210177744161024,-1.9760219999020288,0.8015907887587604,-0.8442368149324648,0,3
2.90892066031781,0.6249882093887905,2.396752154154059,-1.1831664662280124,-0.5132978101914042,0.3800548493034291,0.6750102427844763,1.2251027547552062,1.0169061578663057,0,1
-1.384355119576229,-0.8621431886745762,-1.1809855274590766,-0.4395720210706595,0.2762279342422219,0.0232987626226086,-0.2767855967927017,0.2580336908228222,-0.8737979511962024,0,0
-1.759502185838978,-0.9000867412037666,0.2657276248853546,0.5858301973495907,-0.5043439460518844,-0.9247796872056404,-1.0206424254428732,0.8156544134448978,2.1327261882946167,1,2
-0.6252131674173483,0.3626850186385295,0.9689795549260528,-1.454780863376481,1.0296777312560903,-1.2577371344188528,0.5937811981985963,0.6941330558142565,0.2054119284560587,0,0
-0.8068371165690261,0.4001009828865385,-1.743918932269814,-0.6106264307722651,0.1474756234833235,-0.0083163173788468,-0.0466141266356622,0.820583862350663,-0.3517817012180229,0,0
2.2837723104592778,2.143882496171168,-0.0689464999604661,1.1825194239203465,0.6194175029137793,-2.076919942614978,0.0425281013365021,-1.4044763898872836,0.6037320269837262,0,3
-0.074731159737026,-0.7758020098766839,0.4759799062649,-0.4442817913081508,1.1055175967972457,-0.8438694435109585,-0.914581967592201,-1.2591904910676155,0.0926284650772533,0,2
0.33986958831402,-0.6880416811545813,-1.4296551474574055,0.6586316060873365,-1.074441612479662,-0.3883103900824812,1.3555122876749215,-0.7345153688307741,0.6617681242291865,0,1
-0.0570594126362984,1.864204623962045,-0.0560941360994173,1.3412048223921686,0.3679818890706838,0.9158407955136854,0.8146108228562591,0.9826626825229164,1.3936282202958643,1,3
-1.7175954607611734,-0.5140501973584143,0.5820287998026489,1.161067709367395,0.6194272510084142,-1.2440449547393406,0.4525058459139671,1.1856149530325364,-0.9647390795717083,0,0
0.1186183061557998,-0.5872533755012125,0.8069521223316997,0.6332156578591169,0.7352588683695405,-0.8710700739447164,1.819321949945547,0.5218310071083384,-1.160630676235469,0,0
0.3157082425663719,-0.3435175046122774,0.472539137185653,1.3994111872378163,-2.076716556586588,0.9151569981409312,0.7042256261342004,-0.288139310421979,-0.7842288314782002,0,2
-1.3002593314359343,2.5055389499353664,0.2003929773615957,0.2794812856594215,-1.7471118137497614,0.4564791172372832,0.3669125335303459,0.2892790509595106,-0.194760809124599,0,3
-1.353135242514076,-0.3232384059092717,1.5818224663523228,-2.309881548699832,0.9777497859962464,-0.9251497232958256,0.0310688822455919,-0.5861171428778527,-0.4577381979889227,0,0
-0.1915116835922387,-0.4586915936897788,0.5192148212991857,1.5399445740664996,-1.2685387302641962,0.3076050889565813,1.0296751563653943,-1.39266503382576,0.1077499353727553,0,2
1.4634933085061268,-1.4827793402982332,0.562040889123605,-0.6538706153948443,-0.5976425094044675,0.4998576330042528,-0.7079163589989006,-0.5582736297221319,-2.434684572648486,0,1
0.0085896965838852,1.4885318926694353,0.9577658170481008,-0.6857822623233568,-2.0736586783025195,-0.5687943868977599,0.8010995969102873,1.3523955912587835,0.0376189874383365,0,3
-0.1304781497321219,-1.1323489676546905,-0.4353419853444511,0.8537239047925048,1.3511719705335532,1.0476778067367452,0.2543032622368104,0.2782369391694623,-1.9431753596803816,0,0
-1.8435516674290315,-0.7228183973183173,1.2141990151790472,0.7534613710605577,-1.9901268320143677,0.6894735723467076,-0.3854376475275376,-0.2497468810997792,-0.4400952901488451,0,2
-1.9734107727576689,1.1800337060876906,-0.2841937231353758,-0.9274968458638676,0.0033272415072463,-1.3978001108050369,-0.0762885856799069,1.6928505996028085,0.6455333504534216,0,0
3.101463728661814,1.206372457627319,0.7059836475744187,0.5419544597166233,0.3171017774663843,1.495424437847099,-0.9325509260554862,0.902946413621504,-0.6839933236814146,1,1
1.895375034059969,2.182507817262872,-0.5946231355330447,-0.0735566461154158,-0.0521515866711059,-1.3880549453173592,0.991955791659318,-0.7779184782128877,0.5055665937775715,0,3
-0.1721964197554982,1.7831032696550926,0.1322393873112605,-2.31699917461261,0.8937330834897035,-0.7700234471615377,-0.0858264690608691,0.6950167305397327,0.0737385764087127,0,3
-1.0768633863316872,4.6208137570888175,-0.6088713903091368,1.0418054822854073,0.4802845666004449,-0.0490135274037849,1.351004724443137,-0.9733462883518976,-1.0393326534823817,0,3
3.0035027755667567,0.6857000011318675,1.2295288759341083,-1.0103834232195934,-1.4325830332466445,-0.1116087780273089,-0.6282968805560298,0.0140163250551794,-1.5962146633035583,0,1
-0.2074328353126584,0.416856564427398,-0.8273014324857558,0.0642458695470018,-2.5091798561265675,-1.5027781569030605,-0.4649205859453029,0.7495635989838741,0.7719895099652753,0,2
0.1054717602194054,0.604650708554962,0.9067550180329786,-0.2319329316100978,0.9973870210318778,0.6710023471163205,0.3623472590594574,1.5567800428371708,-1.5285952792554718,0,0
-0.8954047207393185,0.8499744722121961,1.236015575932763,0.2175961283778873,0.4790647290697547,-0.6049571361978154,-1.8552913072765684,1.361040610307674,1.6396760518486406,0,2
-0.7761206093657306,-0.900735829987416,1.5499229024333028,-1.6363477098044323,-0.5956153970462639,1.978098729641985,-0.6431423978721978,-0.9253556067736264,1.1062773059993676,0,2
-0.1439374052563744,1.9317070518442896,-0.0022009919188477,-0.2311580629503896,-1.093828677072006,2.10171540208247,-0.0015139279710591,-0.4557620671788925,-1.0072411484759602,0,3
-1.3468047609617615,-1.237790541791959,1.930723089608389,-0.0661447519143346,-0.0263728824624842,1.8155009320109985,0.3207576389632543,-0.4733815594238032,-0.0650294929627599,0,2
1.2728378916588383,0.2534740606119084,-0.0901398738764302,-1.3074519335103654,-1.0415478026105367,0.511471905367991,-0.9431271388463878,1.4835563247144132,-0.7711734571801525,0,1
