PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,churned,cluster
-0.4322469314825,-1.8259404314365844,0.3778918413820539,-0.1053368429666597,0.1441272589919367,0.6218171197770908,0.7124119015135173,-1.003421233408145,-1.3060586232431028,0.7106086961158259,0,2
0.3644997526854274,-1.988740349029944,-0.839335726551545,-0.0338963666141726,1.5000373381119914,-0.4690288127905479,1.2020561704747288,-0.4581450269745812,0.5642983025239446,-0.1429233550373095,0,2
0.1484161503807956,0.6100735209607483,0.0325446087221776,0.9896549044191084,-0.3656968326142319,0.7967598682891385,-1.9277045658052996,0.1497446046284138,-1.0967509130434985,0.5001531602819406,0,0
-0.5243919573466285,0.3891384760519205,1.6330706818892746,1.3638631229763347,-1.1271941526279148,1.3907951939436174,0.0488991818622798,-1.8453796358374568,-0.9952551888937144,0.1352431169519999,0,3
-1.1006694361895553,0.5002180294113696,0.5225712759500813,0.8835269666424301,-0.7209854790276097,0.2261389400975765,-2.161540555231529,1.6564821024675516,-0.1568170692735947,-0.1871372331340834,0,3
0.4058202150501109,-1.1311602644738383,-0.7955797018542127,0.4335842798420458,0.4067175570531141,-1.420649107890813,0.8261980103744124,-0.2724124508386323,-0.8345136547711126,-0.1687765250159532,0,2
0.1945583344352693,0.4107471113318053,-1.901854725385716,-0.7911466672718726,0.8657417473130646,2.061317690289675,1.4153270143714065,0.749658703747789,-0.2536001374883792,1.4675921175077702,0,2
0.7520186148951524,1.3609076335961894,1.965016962931002,1.4717169646208026,-1.4131409676903033,0.0948206011602904,-0.3668961426065873,1.233295423946135,-0.2359990225861081,-1.1947357986708207,0,0
-0.7112771840497075,-0.2767958970271574,-0.027883984276722,0.3771844700972832,-0.6880002288747601,0.8786485673383551,-0.3840207847257181,-0.3578561035918648,-0.939937863470997,-0.228453646802985,0,3
-1.149270929641378,0.2305448081545638,-0.6670709046170101,1.5498975672996091,0.968021982655352,0.1192480000969846,0.655119958566418,0.3870235820264498,-1.002967176973045,-1.294318121735114,1,2
0.8297633076506301,-1.7408224396221856,-1.148128694285545,-1.9381525584506745,0.5898653043989265,-0.3832148610685418,-0.3738846443366419,-0.0253695733505089,-1.2784425402900772,0.124971414455403,0,2
-0.3189471987809521,1.3708750990806438,-0.6234555035913244,0.0443824780750001,-0.5245263392087426,1.340903926688013,-0.1367097934288293,0.0814920806449333,0.2185790007509448,-0.7027008805543089,0,1
0.0391433550417871,-2.082225334690261,-0.9060612022819626,-1.90589551815138,-0.1407319367848888,-0.4057365378698486,1.558884630801199,-0.5831690893030259,-0.2843218510234685,0.9804073650386927,1,2
-0.5068142802594895,-1.8026243462189817,-0.916318782444812,-1.8924309233368777,-0.5220537125881219,0.1752225110982717,0.9057312626431652,-1.6932267269681325,-0.0581142547633247,0.3995829233910672,0,2
-0.2101675115627559,-0.5443786996037617,-0.4760153010413328,-0.2229502891006815,0.1958124389496327,-0.1854898899996029,-0.5719027748062421,-1.2186903334385832,-1.1471543730379803,0.080764788014955,1,2
1.4675527329683324,1.2682231759353455,2.787911124395324,0.4886037841064948,0.8975412298984334,-0.6834355687819064,-0.8153452915068109,-1.211075391452206,-2.029612216662139,-1.295895659747227,0,0
-0.9222742404774664,-1.1067269125812575,0.4110377943452393,-0.5099224188553612,0.0780725639268492,-1.5158741103938578,0.8570732301798467,0.0653431587097994,0.735814258775909,-0.639366992303345,0,3
-0.2563928253587322,0.8332745450828074,0.7970126432640274,-1.2816233143755702,-1.409193564244557,-1.19376354331111,0.4129174187228509,1.4489888124676529,-0.6560603610208509,-1.5036049359626769,0,3
-2.045457527291984,-1.242699806927571,1.336556921287944,0.5551558126049918,1.2214702481714164,-1.91268370815342,0.0977742776973722,-0.5495796721444819,0.3132250890242676,0.250019545767682,0,3
0.7170769570260437,-0.9711943569747584,-1.0957554341258346,-1.7572537566174613,-0.8449665790226971,-0.5915704198832272,0.1833549237205258,-0.3645996164529067,1.98634811021404,1.311834027571496,0,2
-2.4292517019296844,-1.3464470265817947,0.1655513659103152,0.508346317884999,0.9919864449649016,0.6543386722688065,0.4761581770474457,-0.3785701541662901,-0.3820896483505031,-0.0560761805237316,0,3
0.8481839088105847,-0.5381415292539194,-0.7737206008312999,-0.8263902934926167,-1.6401887119909957,0.1712942845489022,0.383999057992974,-0.5391379554396787,0.3348714422313752,-0.0904464619717211,0,2
-1.7265961743247444,1.051259955290003,2.3957849273777487,0.1831217850609229,1.4213385134808698,-1.805399745776737,-1.023560922496744,0.0924613654311329,-0.9033484221751478,0.2169298556121947,1,3
-1.0348402888982804,-1.2609408804731186,-0.7291712645988172,-0.3859745359492882,-0.8651961442136147,-0.0990215926767044,0.1244684924347675,0.6503191342567008,-1.5118125462813916,0.4207534953838494,1,2
-1.9982232206684047,-1.1839968878481184,1.961004794125108,-0.6982029949514034,1.2630949924252588,0.2657669281069725,0.6334708663010823,-0.3405413140462882,0.3642076197258171,1.255835458252025,0,3
1.6297036118007044,1.7001239105745518,-1.3549564380102403,-0.9830626471849888,0.1015498839841178,-1.9785768188454944,-0.9418970264494574,-0.1087203520448143,-0.5697116068559918,0.3756794488698551,0,1
1.3189843283693103,2.6659264414349004,-0.0751346911097589,0.4529507966109251,0.3331735162532397,1.1389295527842689,0.1578769678482648,0.5860078369887657,0.2221193061890166,-0.2959345655691558,0,1
2.122071108320636,-0.3770733882679118,0.9397594114324862,0.1972119774066504,-0.1530056692134074,0.3935185393848315,1.3400318734023404,-1.1760586030046034,0.5344403994470478,-0.4247853936943951,0,0
-1.8615805525718212,0.5269693248259039,-1.725330945494704,0.9817987215462632,-0.3223855264807619,-0.9482245368146336,0.389786454437129,1.251223153457886,0.5333158565274051,0.5317101747375517,0,2
1.0134185965063724,-1.940475281172212,-1.3586777124932785,-0.8271041084220974,0.003638330993409,1.538581093455646,0.145450170064061,-0.4861620537668411,0.7288972420740408,-0.7027016809398385,1,2
-3.030964957818225,0.2011245869014238,1.604550017128401,-0.6385998584894693,0.0218377026097814,0.7395250732597178,-0.3443113967892121,-2.4932566103651777,-0.0687109238879693,0.976029132106217,0,3
-3.1884602743307755,-1.4093092076233862,0.6378346968881097,-1.1459025507824232,-1.0010920017123217,0.0493071237414096,0.8715983766454674,0.3452966956676482,0.3933759970119376,-0.8318988284687159,0,3
